,country,Surface area (km2),Population in thousands (2017),"Population density (per km2, 2017)",GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2005 prices)",GDP per capita (current US$),Economy: Agriculture (% of GVA),Economy: Industry (% of GVA),Economy: Services and other activity (% of GVA),Employment: Agriculture (% of employed),Employment: Industry (% of employed),Employment: Services (% of employed),Unemployment (% of labour force),Agricultural production index (2004-2006=100),Food production index (2004-2006=100),International trade: Exports (million US$),International trade: Imports (million US$),Population growth rate (average annual %),Urban population (% of total population),Urban population growth rate (average annual %),"Population age distribution (0-14  years, %)","Population age distribution (60+ years, %)",Health: Total expenditure (% of GDP),Health: Physicians (per 1000 pop.),Education: Government expenditure (% of GDP),"Pop. using improved drinking water (urban, %)","Pop. using improved drinking water (rural, %)","Pop. using improved sanitation facilities (urban/rural, %)",Life expectancy at birth (Female),Life expectancy at birth (Male),Education: Primary gross enrol. ratio (Female),Education: Primary gross enrol. ratio (Male),Education: Secondary gross enrol. ratio (Female),Education: Secondary gross enrol. ratio (Male),Education: Tertiary gross enrol. ratio (Female),Education: Tertiary gross enrol. ratio (Male),SouthernAsia,SouthernEurope,NorthernAfrica,Polynesia,MiddleAfrica,Caribbean,SouthAmerica,WesternAsia,Oceania,WesternEurope,EasternEurope,CentralAmerica,WesternAfrica,NorthernAmerica,SouthernAfrica,South-easternAsia,EasternAfrica,NorthernEurope,EasternAsia,Micronesia,CentralAsia,Melanesia,Day5,Day25,Day50,ClusterGMM
90,Isle of Man,572.0,84,147.9,1026.733333,3.14,14346.52667,9.54,13.62,76.84,8.626666667,16.79333333,72.3,2.6,94.4,94.73333333,167.5333333,696.0666667,0.8,52.2,0.8,16.0,26.9,7.666666667,2.02,4.8,91.0,84.55333333,12.714,76.37333333,70.97333333,102.6733333,106.04666670000002,96.52,94.97333333,50.08666667,34.67333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,242,329,0
91,Israel,22072.0,8322,384.5,299413.0,2.5,37129.4,1.3,21.2,77.5,1.0,17.9,81.0,5.9,112.0,112.0,60571.0,65803.0,1.6,92.1,1.4,27.9,16.1,7.8,3.6,5.8,100.0,100.0,1.524,83.7,80.0,105.1,104.4,103.0,102.0,75.5,54.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3619,14592,0
92,Italy,302073.0,59360,201.8,1821580.0,0.7,30462.4,2.2,23.5,74.2,3.5,27.1,69.4,11.4,89.0,89.0,461529.0,404578.0,-0.1,69.0,0.4,13.5,29.4,9.2,3.9,4.1,99.5,99.6,0.568666667,84.7,79.9,100.6,101.4,101.7,104.1,72.2,53.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,74386,178972,0
93,Jamaica,10990.0,2890,266.9,14262.0,1.0,5105.8,7.1,22.3,70.5,17.9,15.3,66.8,13.1,102.0,102.0,1202.0,4767.0,0.4,54.8,0.9,22.7,13.6,5.4,1.3866666669999999,5.5,79.9,84.1,0.42,77.9,73.1,105.85333329999999,109.28666670000001,85.1,79.2,34.6,20.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,396,0
94,Japan,377930.0,127484,349.7,4383076.0,1.2,34628.7,1.2,26.4,72.4,3.7,26.5,69.8,3.0,96.0,97.0,644932.0,606924.0,-0.1,93.5,0.6,12.9,33.4,10.2,2.3,3.6,100.0,100.0,0.36666666700000006,86.4,80.0,101.2,101.3,101.9,101.6,60.9,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349,1268,10751,0
102,Latvia,64573.0,1950,31.3,27004.0,2.7,13704.1,3.2,23.3,73.5,7.3,23.0,69.7,9.6,130.0,130.0,11433.0,13596.0,-1.2,67.4,-0.7,15.4,26.2,5.9,3.2,5.3,90.8,81.5,3.857333333,78.7,68.8,99.2,100.1,119.1,119.9,79.2,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,398,804,0
107,Liechtenstein,160.0,38,237.0,6361.0,1.4,169491.8,0.7,40.1,59.2,2.5066666669999997,17.38666667,76.26,2.6,102.0,102.0,1918.266667,3685.666667,0.8,14.3,0.5,14.9,22.7,6.2,2.886666667,2.6,93.62,89.9,4.661333333,81.94666667,76.15333333,104.8,106.5,101.7,130.7,21.9,44.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,77,83,0
108,Lithuania,65286.0,2890,46.1,41402.0,1.8,14383.7,3.6,29.8,66.5,8.7,24.5,66.8,9.2,125.0,125.0,25025.0,27501.0,-1.3,66.5,-0.5,14.8,25.3,6.6,4.3,4.6,97.2,82.8,3.272,79.3,68.5,103.7,103.2,106.1,110.3,82.0,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,771,1344,0
109,Luxembourg,2586.0,584,225.3,56802.0,3.5,100160.8,0.2,12.1,87.7,1.3,10.2,88.5,5.6,98.0,98.0,12838.0,19124.0,2.2,90.2,1.7,16.4,19.6,6.9,2.9,4.1,97.5,98.5,2.766666667,83.4,78.8,97.3,96.9,103.5,101.1,20.7,18.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,2612,3741,0
115,Malta,315.0,431,1346.4,9747.0,6.2,23280.7,1.4,15.0,83.6,1.2,20.9,77.9,5.4,96.0,96.0,4039.0,7182.0,0.5,95.4,0.5,14.4,26.1,9.7,3.9,7.8,100.0,100.0,5.185333333,82.0,78.6,104.7,102.2,98.1,91.7,55.2,40.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,156,446,0
117,Mauritius,1969.0,1265,623.2,11511.0,3.5,9040.9,2.9,22.7,74.4,7.3,25.2,67.5,7.6,96.0,96.0,2194.0,4655.0,0.2,39.7,-0.1,18.4,16.6,4.8,1.3666666669999998,4.9,93.9,92.6,0.67,77.7,70.7,103.9,102.2,97.9,93.6,41.7,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,324,332,0
119,Monaco,2.0,39,25969.8,6258.0,5.4,165870.6,1.04,13.4,86.6,2.52,18.24666667,75.26,9.16,101.7333333,102.33333329999999,1796.9333329999997,3335.7333329999997,0.6,100.0,0.8,22.64,18.67333333,4.3,6.6,1.0,100.0,90.14,3.5980000000000003,82.2,76.52666667,103.2866667,105.81333329999998,102.0733333,101.9666667,58.23333333,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,54,66,0
121,Montenegro,13812.0,629,46.8,4020.0,4.5,6424.1,9.8,17.5,72.6,7.5,17.3,75.2,17.4,66.0,66.0,354.0,2263.0,0.1,64.0,0.3,18.1,21.3,6.4,2.3,4.7933333330000005,98.0,92.2,2.44,78.8,74.0,93.3,95.2,90.3,90.4,29.76,23.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,257,324,0
122,Montserrat,103.0,5,51.8,59.0,0.4,11553.4,1.4,12.7,85.9,10.22,17.64,69.91333333,5.6,103.0,103.0,4.0,36.0,0.7,9.0,0.7,19.7,19.6,6.506666667,1.38,5.02,92.18,91.56666667,12.05533333,80.20666667,73.82,102.8133333,106.82,97.84,95.44666667,43.1,29.07333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0
128,Netherlands,41542.0,17036,505.2,750318.0,2.0,44332.1,1.8,20.0,78.2,2.2,15.9,81.9,5.6,115.0,115.0,511714.0,420969.0,0.3,90.5,1.0,16.4,25.0,10.9,3.4,5.5,97.5,99.9,0.583333333,83.1,79.4,104.4,105.0,136.3,134.7,82.5,74.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,6412,32655,0
129,New Caledonia,18575.0,276,15.1,8937.0,3.2,33965.7,1.4,26.0,72.6,3.0,26.9,70.1,15.1,102.0,103.0,1344.0,2422.0,1.4,70.2,2.2,22.5,14.2,5.773333332999999,1.946666667,4.993333333,100.0,100.0,1.996666667,79.3,73.7,102.28,106.0,98.44,95.5,41.52666667,26.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,18,0
130,New Zealand,268107.0,4706,17.9,173417.0,3.1,38294.3,6.5,23.0,70.6,5.9,21.4,72.6,5.5,116.0,118.0,33833.0,36423.0,1.1,86.3,1.0,19.8,20.8,11.0,2.9,6.4,77.66666667,63.91333333,3.948666667,83.1,79.5,99.1,99.6,119.9,113.4,96.7,71.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,416,1112,0
134,Northern Mariana Islands,457.0,55,119.9,3836.6,3.32,38787.41333,1.486666667,20.08,78.43333333,6.466666667,18.63333333,72.62,9.826666667000001,97.73333333,98.0,1735.0,4553.0,0.1,89.2,0.4,23.5,10.0,6.973333332999999,1.92,4.846666667,79.7,79.7,9.758,77.9,74.9,102.0866667,105.27333329999999,96.72666667,95.28666667,44.32666667,31.13333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,14,21,0
135,Norway,386194.0,5305,14.5,386578.0,1.6,74185.5,1.8,34.6,63.5,2.2,20.2,77.6,5.1,103.0,104.0,89120.0,72473.0,1.2,80.5,1.3,17.8,22.3,9.7,4.4,7.4,98.0,98.3,1.0473333329999999,83.6,79.5,100.3,100.5,111.1,114.7,91.5,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,2916,7068,0
143,Poland,312679.0,38171,124.6,477066.0,3.9,12355.5,2.6,34.1,63.3,10.9,29.6,59.5,5.3,113.0,113.0,196455.0,188518.0,0.0,60.5,-0.1,14.8,24.0,6.4,2.3,4.9,97.5,96.7,1.044666667,81.0,72.9,100.7,100.5,106.1,110.0,82.6,54.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,2055,10892,0
144,Portugal,92226.0,10330,112.8,199122.0,1.6,19239.2,2.3,22.3,75.4,8.0,23.8,68.2,10.5,104.0,104.0,55658.0,67580.0,-0.4,63.5,1.0,13.6,27.9,9.5,4.4,5.1,99.6,99.8,1.1540000000000001,83.5,77.3,105.3,109.4,117.3,121.0,65.7,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3544,20863,0
145,Puerto Rico,8868.0,3663,413.0,102906.0,0.0,27939.0,0.8,50.0,49.1,2.0,17.5,80.5,12.8,110.0,111.0,11646.6,14115.333330000001,-0.2,93.6,-0.2,17.9,20.4,6.3666666670000005,2.46,6.4,99.3,99.3,2.126666667,83.2,75.2,90.4,89.1,83.9,78.8,98.8,70.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,1252,2542,0
147,Republic of Korea,100284.0,50982,524.3,1377873.0,2.6,27396.7,2.3,38.0,59.7,5.0,24.7,70.3,3.6,104.0,104.0,495418.0,406182.0,0.4,82.5,0.7,13.5,20.1,7.4,2.2,5.1,100.0,100.0,0.574666667,84.4,77.9,98.7,99.3,98.4,99.3,80.2,104.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6284,9241,10674,0
148,Republic of Moldova,33846.0,4051,123.3,6475.0,-0.7,1591.4,13.4,20.8,65.8,28.8,30.9,40.3,5.0,109.0,109.0,2045.0,4020.0,-0.1,45.0,-0.7,15.7,17.6,10.3,2.5,7.5,87.8,67.1,4.49,75.2,66.7,91.9,92.9,86.5,85.8,47.4,35.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,591,3638,0
149,Romania,238391.0,19679,85.5,177956.0,3.7,9120.7,4.8,34.9,60.3,25.5,27.7,46.8,7.1,100.0,100.0,63581.0,74605.0,-0.6,54.6,0.0,15.3,24.9,5.6,2.7,3.1,92.2,63.3,3.216,78.4,71.4,89.0,90.5,92.0,92.5,59.0,47.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1760,10096,0
150,Russian Federation,17098246.0,143990,8.8,1326016.0,-3.7,9243.3,4.7,31.8,63.5,6.8,27.1,66.1,5.8,120.0,120.0,285491.0,182257.0,0.1,74.0,-0.1,17.6,21.1,7.1,3.3,3.9,77.0,58.7,2.0106666669999997,75.9,64.7,100.9,100.1,103.4,105.5,88.3,72.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,658,42853,0
152,Saint Kitts and Nevis,261.0,55,212.9,876.0,3.8,15771.9,1.2,28.1,70.7,8.446666667,17.80666667,71.5,11.66666667,39.0,39.0,51.0,332.0,1.1,32.0,1.3,23.74,17.56,5.1,1.553333333,2.8,90.90666667,90.75333333,3.93,79.48,73.27333333,83.4,81.7,92.8,88.0,107.2,52.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,0
153,Saint Lucia,539.0,179,293.2,1450.0,1.9,7839.4,2.7,12.9,84.4,14.8,17.6,67.6,19.0,69.0,69.0,120.0,654.0,0.5,18.5,0.9,18.9,13.7,6.7,1.32,4.9,84.7,91.9,0.97,77.6,72.2,105.54666670000002,108.96,84.8,85.5,22.0,11.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,17,0
154,Saint Vincent and the Grenadines,389.0,110,281.8,738.0,1.6,6739.2,7.5,17.2,75.3,22.1,16.1,61.8,19.1,115.0,115.0,47.0,335.0,0.0,50.6,0.7,23.8,11.7,8.6,1.32,4.993333333,87.13333333,83.69333333,1.8,74.9,70.7,103.2,105.8,105.0,107.9,43.1,29.07333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,17,0
155,San Marino,61.0,33,556.7,1565.0,1.0,49240.2,0.1,33.3,66.6,3.213333333,17.62,76.92666667,6.6,105.66666670000001,106.26666670000002,863.3333332999998,1531.133333,1.2,94.2,0.6,15.0,24.1,6.1,6.4,2.4,91.72,91.5,6.006,86.4,81.7,92.6,93.9,95.9,93.5,69.9,50.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,223,476,0
159,Serbia,88499.0,8791,100.5,37160.0,0.8,5238.6,8.2,31.4,60.5,19.4,24.5,56.1,15.5,102.0,102.0,14852.0,19231.0,-0.4,55.6,-0.3,16.5,24.5,10.4,2.5,4.2,98.2,94.2,0.9,77.5,71.8,101.2,101.5,97.4,96.0,66.9,50.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1476,8497,0
160,Seychelles,457.0,95,206.0,1363.0,6.8,14133.2,2.7,13.6,83.8,3.6,17.9,78.2,4.1,105.0,109.0,335.0,833.0,0.5,53.9,1.1,22.2,13.3,3.4,1.0,3.6,98.4,98.4,0.5,77.9,68.7,103.6,101.1,84.5,78.8,19.6,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,10,11,0
162,Singapore,719.0,5709,8155.5,292734.0,2.0,52239.0,0.0,26.4,73.6,0.3,17.0,82.6,2.0,112.0,112.0,329871.0,283009.0,1.7,100.0,2.0,15.0,19.5,4.9,1.9,2.9,100.0,91.48666667,1.013333333,84.5,80.1,103.0666667,105.90666670000002,108.4,105.64,70.12666667,56.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117,568,6588,0
163,Sint Maarten (Dutch part),34.0,40,1180.0,1094.0,0.5,28241.7,0.1,12.3,87.6,4.78,17.5,75.48666667,10.41333333,101.7333333,101.7333333,583.0,1503.066667,3.1,100.0,2.0,21.0,10.4,6.613333333,1.766666667,4.8,91.52,90.82666667,7.865333333,77.1,69.2,102.06,105.82,98.76666667,96.46,54.03333333,34.76666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,77,0
164,Slovakia,49035.0,5448,113.3,87268.0,3.8,16082.5,3.7,34.8,61.5,3.3,34.5,62.2,9.9,97.0,97.0,77565.0,75156.0,0.1,53.6,-0.3,15.4,21.8,8.1,3.4,4.2,99.4,98.2,1.5866666669999998,79.8,72.6,99.2,100.2,92.8,92.1,64.6,41.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,336,1360,0
165,Slovenia,20273.0,2080,103.3,42777.0,2.3,20689.8,2.4,32.7,64.9,8.9,29.6,61.5,8.1,89.0,89.0,27585.0,26646.0,0.3,49.7,0.1,15.0,26.3,9.2,2.8,5.5,99.1,99.1,3.542,83.2,77.2,99.4,99.2,110.5,110.8,98.5,68.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,691,1353,0
169,Spain,505944.0,46354,92.9,1192955.0,3.2,25865.4,2.6,23.6,73.7,3.9,19.2,76.8,18.3,102.0,102.0,281777.0,302539.0,-0.2,79.6,0.7,14.7,25.3,9.0,3.8,4.3,99.8,100.0,0.6779999999999999,85.3,79.6,105.6,104.5,129.6,130.0,97.1,82.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,66460,195470,0
175,Sweden,438574.0,9911,24.2,495694.0,4.1,50687.5,1.3,26.3,72.4,1.8,18.2,79.9,7.3,100.0,100.0,139574.0,140838.0,0.8,85.8,0.8,17.5,25.5,11.9,4.1,7.7,99.2,99.6,0.728666667,83.7,80.0,125.6,120.6,150.0,131.5,75.7,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,2713,14663,0
176,Switzerland,41291.0,8476,214.5,670790.0,0.8,80831.1,0.7,25.5,73.8,3.5,20.4,76.1,4.6,106.0,106.0,304691.0,269157.0,1.2,73.9,1.1,14.9,24.1,11.7,4.1,5.1,99.9,99.8,0.639333333,84.8,80.5,103.8,104.1,99.4,103.0,58.5,56.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,9714,27658,0
180,The former Yugoslav Republic of Macedonia,25713.0,2083,82.6,10052.0,3.8,4836.1,12.0,27.9,65.1,16.2,29.2,54.5,27.3,111.0,112.0,4785.0,6757.0,0.1,57.1,0.1,16.7,19.5,6.5,2.8,4.986666667,97.2,82.6,2.18,77.2,73.2,92.8,93.6,78.2,80.3,46.8,37.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,483,1465,0
183,Trinidad and Tobago,5127.0,1369,266.9,25927.0,0.2,19062.9,0.5,42.5,57.0,4.1,31.6,64.3,4.2,95.0,95.0,4576.0,4826.0,0.5,8.4,-1.2,20.7,15.0,5.9,1.513333333,4.7,91.5,91.5,3.579333333,73.8,66.9,101.38,103.94,97.86,94.99333333,42.55333333,26.53333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,104,116,0
185,Turkey,783562.0,80745,104.9,717888.0,4.0,9125.8,8.6,26.4,65.0,19.6,27.5,52.9,10.8,120.0,122.0,142606.0,198602.0,1.6,73.4,2.0,25.0,12.0,5.4,1.7,4.8,98.3,85.5,0.3,78.1,71.5,102.1,102.8,101.1,103.8,88.3,101.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23934,117589,0
186,Turks and Caicos Islands,948.0,35,37.3,863.0,4.1,25121.8,0.6,10.4,89.0,4.78,17.5,75.48666667,10.70666667,97.93333333,97.93333333,4.0,389.0,2.0,92.2,2.5,19.2,7.6,6.613333333,1.766666667,3.3,90.84,90.56,7.865333333,77.8,75.8,102.7666667,106.6133333,99.37333333,97.42,52.12,34.37333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,0
188,Ukraine,603500.0,44223,76.3,90615.0,-9.9,2021.6,14.0,26.3,59.7,15.7,24.6,59.7,8.8,137.0,137.0,36369.0,39184.0,-0.5,69.7,-0.3,15.5,23.2,7.1,3.0,5.9,97.4,92.6,1.63,76.0,66.1,105.1,102.8,98.2,100.2,88.4,76.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1668,11913,0
189,United Arab Emirates,83600.0,9400,112.4,370296.0,3.8,40438.8,0.7,44.9,54.4,3.5,21.1,75.4,3.7,70.0,70.0,195613.0,201908.0,2.0,85.5,2.9,13.9,2.4,3.6,1.6,5.153333333,98.0,95.2,0.958,78.2,76.0,116.0,116.7,110.24,106.49333329999999,73.52,56.38666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1024,10839,0
190,United Kingdom,242495.0,66182,273.6,2858003.0,2.2,44162.4,0.7,19.4,79.9,1.2,18.4,80.4,5.0,108.0,108.0,415856.0,635570.0,0.6,82.6,0.9,17.7,23.9,9.1,2.8,5.7,99.1,99.6,0.49066666700000006,82.8,79.0,108.1,108.4,130.4,125.3,64.1,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220,15025,121412,0
192,United States of America,9833517.0,324460,35.5,18036648.0,2.6,56053.8,1.0,19.7,79.3,1.5,17.2,81.3,4.9,111.0,113.0,1453167.0,2249661.0,0.7,81.6,1.0,18.9,21.5,17.1,2.6,5.4,100.0,100.0,0.918666667,81.2,76.5,100.0,100.3,98.5,96.7,99.6,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,233,69194,759687,0
193,United States Virgin Islands,347.0,105,299.7,1600.933333,2.773333333,28593.88667,5.44,14.91333333,79.63333333,10.9,24.0,65.2,9.0,109.0,109.0,169.7333333,716.0666667,-0.2,95.3,0.3,20.1,25.3,8.22,2.02,4.8,96.4,96.4,12.714,81.5,76.7,101.3933333,104.54,97.72666667,95.26,50.08666667,34.67333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,69,0
194,Uruguay,173626.0,3457,19.8,53442.0,1.0,15573.8,6.8,28.0,65.2,8.7,20.5,70.8,8.8,129.0,130.0,6964.0,8137.0,0.3,95.3,0.5,21.1,19.5,8.6,2.393333333,4.4,96.6,92.6,0.04,80.4,73.2,107.3,109.8,100.0,90.3,33.42666667,29.55333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,417,652,0
